First Name,Last Name,Email,Location,Sector,Major Expertise,Minor Expertise,Min Salary,Max Salary,Years Experience,WFH Days,Skills,Job Type,Last Moved Years,Move Status
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Reserving,Broker,"[""Lloyd's Syndicate"" 'Broker']",102000,123203.1082,7,2,"['Head of Pricing' 'Python' 'Managerial' 'Short-Tail Pricing'
 'Consultancy' 'Reinsurance Pricing' 'Radar' 'Head of Capital'
 'Model Building']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Consultancy,['Commercial Lines' 'Consultancy'],64000,74592.46573,3,5,"['Consultancy' 'R' 'Python' 'Reinsurance Pricing' 'Short-Tail Pricing'
 'Lloyds' 'Tyche']",Contractor,3,Open Minded
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,Broker,['Commercial Lines' 'Broker'],65000,74297.68895,4,4,"['Lloyds' 'R' 'Model Building' 'Python' 'Reinsurance Pricing'
 'Consultancy' 'Radar' 'Short-Tail Pricing' 'Excel' 'Long-Tail Pricing'
 'Tyche']",Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Capital Modelling,Broker,['Broker' 'Commercial Lines' 'London Market'],140000,175253.1952,10,2,"['Radar' 'Head of Reserving' 'Long-Tail Pricing' 'Head of Pricing'
 'Lloyds' 'Reinsurance Pricing' 'Python' 'Short-Tail Pricing' 'Managerial'
 'Consultancy' 'R' 'Model Building' 'Chief Actuary' 'Excel']",Permanent,7,Open Minded
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Reinsurance Broker,['Consultancy' 'Personal Lines' 'Reinsurance Broker'],38000,45176.49591,2,2,"['Long-Tail Pricing' 'R' 'Radar' 'Reinsurance Pricing'
 'Short-Tail Pricing' 'Model Building' 'Python' 'Excel' 'Lloyds' 'Tyche'
 'Managerial']",Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,London Market,['London Market' 'Personal Lines'],21000,24831.82472,0,2,['Python' 'Model Building' 'Emblem' 'Data Science'],Permanent,0,Unlikely to Move
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Regulator,['Regulator'],83000,96712.34578,4,2,"['Model Building' 'Lloyds' 'Reinsurance Pricing' 'Tyche' 'R' 'Python'
 'Excel' 'Radar']",Contractor,4,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Regulator,['Regulator'],27000,31730.41148,1,0,['Excel' 'R' 'Short-Tail Pricing' 'Radar' 'Model Building' 'Data Science'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate""]",73000,87937.92858,4,0,['Python' 'Excel' 'Tyche' 'Managerial'],Permanent,3,Open Minded
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Capital Modelling,Lloyd's Syndicate,"[""Lloyd's Syndicate""]",57000,66614.48903,3,3,"['Python' 'Model Building' 'Excel' 'Lloyds' 'R' 'Short-Tail Pricing'
 'Tyche' 'Managerial' 'Long-Tail Pricing' 'Consultancy']",Permanent,3,Open Minded
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Capital Modelling,Regulator,['Reinsurance Broker' 'Broker' 'Regulator'],94000,104259.322,5,0,"['Consultancy' 'Reinsurance Pricing' 'Lloyds' 'Tyche' 'Short-Tail Pricing'
 'Model Building' 'Excel' 'Managerial' 'R' 'Radar' 'Python']",Permanent,3,Urgently Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Capital Modelling,Reinsurance Broker,['Reinsurance Broker' 'Personal Lines' 'Reinsurer'],165000,184988.0875,10,0,"['Managerial' 'Consultancy' 'Short-Tail Pricing' 'R' 'Head of Capital'
 'Chief Actuary' 'Long-Tail Pricing' 'Python' 'Tyche' 'Lloyds'
 'Head of Pricing' 'Excel' 'Radar' 'Head of Reserving'
 'Reinsurance Pricing']",Permanent,8,Urgently Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,Broker,['Broker'],73000,84813.1582,6,2,"['Lloyds' 'Short-Tail Pricing' 'Tyche' 'Long-Tail Pricing'
 'Reinsurance Pricing' 'Python' 'Consultancy' 'Radar' 'Head of Reserving'
 'Head of Capital']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Reserving,Broker,['Consultancy' 'Broker'],69000,88547.61088,4,4,['Managerial' 'Excel' 'R'],Permanent,4,Open Minded
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Broker,['London Market' 'Broker'],23000,25615.19482,0,1,['Python' 'Long-Tail Pricing' 'Data Science' 'Model Building' 'Excel'],Contractor,0,Open Minded
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker'],37000,45485.28457,2,3,['Excel' 'Short-Tail Pricing' 'Lloyds' 'Model Building'],Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,Reinsurance Broker,['Personal Lines' 'Reinsurance Broker' 'Commercial Lines'],108000,132759.6529,7,2,"['Long-Tail Pricing' 'Tyche' 'Head of Reserving' 'Python'
 'Head of Pricing' 'R' 'Head of Capital' 'Managerial']",Permanent,4,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Reinsurance Broker,['Reinsurance Broker' 'London Market'],109000,124325.0657,5,2,"['Tyche' 'Long-Tail Pricing' 'Radar' 'Lloyds' 'Model Building'
 'Managerial' 'Short-Tail Pricing' 'Python' 'Excel' 'R']",Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Reinsurance Broker,"['Regulator' 'Reinsurance Broker' ""Lloyd's Syndicate""]",23000,28641.08691,0,0,['Data Science' 'Model Building' 'Excel' 'Long-Tail Pricing'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Reserving,Reinsurance Broker,['Personal Lines' 'Broker' 'Reinsurance Broker'],60000,68251.76808,4,5,['Managerial' 'R'],Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Capital Modelling,Commercial Lines,"['London Market' 'Commercial Lines' ""Lloyd's Syndicate""]",108000,138107.6187,8,3,['R' 'Excel'],Permanent,3,Open Minded
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,Broker,"[""Lloyd's Syndicate"" 'Personal Lines' 'Broker']",33000,39716.64216,2,1,"['Radar' 'R' 'Lloyds' 'Tyche' 'Reinsurance Pricing' 'Consultancy' 'Excel'
 'Short-Tail Pricing' 'Python' 'Model Building']",Permanent,1,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Pricing,Broker,['Broker'],85000,104296.1514,6,3,"['Managerial' 'Head of Capital' 'Long-Tail Pricing' 'Excel'
 'Short-Tail Pricing']",Permanent,4,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Commercial Lines,['Commercial Lines' 'Regulator'],81000,95024.29875,5,5,['Short-Tail Pricing' 'Consultancy' 'Excel' 'Radar' 'Python' 'Lloyds'],Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Reserving,Broker,['Personal Lines' 'Broker' 'Commercial Lines'],89000,110792.1763,5,2,"['Long-Tail Pricing' 'Python' 'Lloyds' 'Excel' 'Consultancy' 'R'
 'Managerial']",Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Reserving,Commercial Lines,"['Regulator' 'Commercial Lines' ""Lloyd's Syndicate""]",122000,142316.8782,8,5,"['Reinsurance Pricing' 'Managerial' 'Head of Capital' 'Chief Actuary'
 'Head of Pricing' 'Lloyds']",Permanent,8,Open Minded
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Reserving,London Market,"['Commercial Lines' 'London Market' ""Lloyd's Syndicate""]",36000,43381.60318,2,3,"['R' 'Long-Tail Pricing' 'Excel' 'Radar' 'Reinsurance Pricing' 'Tyche'
 'Lloyds' 'Model Building' 'Short-Tail Pricing' 'Python' 'Managerial']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Pricing,London Market,['Reinsurer' 'London Market'],33000,38532.17105,2,3,"['Excel' 'Managerial' 'Radar' 'R' 'Reinsurance Pricing' 'Model Building'
 'Consultancy' 'Long-Tail Pricing' 'Short-Tail Pricing']",Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Reinsurance Broker,"['Commercial Lines' ""Lloyd's Syndicate"" 'Reinsurance Broker']",72000,93599.91552,5,1,['R' 'Excel' 'Consultancy'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Capital Modelling,Personal Lines,"[""Lloyd's Syndicate"" 'Personal Lines' 'Broker']",128000,142123.2791,8,1,"['Managerial' 'R' 'Head of Capital' 'Tyche' 'Model Building'
 'Reinsurance Pricing']",Permanent,5,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Reserving,Lloyd's Syndicate,"['Regulator' ""Lloyd's Syndicate""]",29000,33892.49765,1,0,"['Radar' 'Excel' 'Model Building' 'Long-Tail Pricing' 'R'
 'Business Planning']",Permanent,1,Unlikely to Move
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Capital Modelling,Consultancy,['Broker' 'Consultancy' 'Reinsurer'],195000,244929.0254,10,5,['Lloyds' 'Tyche' 'Consultancy' 'Head of Pricing' 'Python'],Contractor,2,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Commercial Lines,['Commercial Lines'],101000,129258.6751,5,1,"['Short-Tail Pricing' 'R' 'Managerial' 'Radar' 'Tyche' 'Consultancy'
 'Lloyds']",Contractor,2,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker' 'Broker' 'Reinsurer'],32000,36632.76607,2,2,['Radar' 'Reinsurance Pricing' 'Lloyds' 'Consultancy'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Broker,['Reinsurance Broker' 'Reinsurer' 'Broker'],135000,152610.49,8,2,"['Tyche' 'Managerial' 'Excel' 'Model Building' 'Head of Pricing'
 'Reinsurance Pricing' 'Consultancy']",Permanent,6,Unlikely to Move
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Reserving,Personal Lines,['Personal Lines'],124000,141355.1285,7,0,"['Radar' 'Excel' 'R' 'Python' 'Reinsurance Pricing' 'Short-Tail Pricing'
 'Head of Reserving' 'Head of Pricing' 'Head of Capital' 'Model Building'
 'Long-Tail Pricing' 'Tyche']",Permanent,5,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Lloyd's Syndicate,"['Regulator' ""Lloyd's Syndicate"" 'Reinsurance Broker']",49000,60807.92104,3,2,['Reinsurance Pricing' 'Excel' 'Managerial' 'Consultancy'],Permanent,3,Urgently Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Reserving,Personal Lines,['Personal Lines' 'London Market' 'Reinsurance Broker'],125000,162397.917,8,0,"['Radar' 'Reinsurance Pricing' 'Model Building' 'Python' 'Managerial' 'R'
 'Consultancy' 'Short-Tail Pricing' 'Head of Pricing' 'Head of Capital'
 'Lloyds' 'Excel' 'Tyche']",Contractor,2,Open Minded
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Pricing,Reinsurance Broker,['Commercial Lines' 'Reinsurer' 'Reinsurance Broker'],150000,190504.5967,9,4,['Excel' 'Radar' 'Chief Actuary'],Permanent,8,Unlikely to Move
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Reinsurer,['Reinsurance Broker' 'Reinsurer'],67000,79924.07013,5,3,['Consultancy' 'Python' 'Managerial' 'Model Building'],Contractor,3,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Pricing,Regulator,"[""Lloyd's Syndicate"" 'Regulator']",100000,115077.9668,8,3,"['Consultancy' 'Long-Tail Pricing' 'Head of Reserving'
 'Reinsurance Pricing' 'Python' 'Managerial' 'Tyche' 'R']",Permanent,5,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Reserving,London Market,['Regulator' 'London Market' 'Reinsurance Broker'],26000,31031.9336,1,1,"['Short-Tail Pricing' 'Business Planning' 'Data Science' 'Personal Lines'
 'Excel' 'Radar' 'R' 'Tyche']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Reserving,Reinsurance Broker,['Reinsurance Broker' 'Reinsurer'],41000,49721.06317,3,5,['Lloyds' 'Excel' 'Radar' 'Reinsurance Pricing' 'Consultancy'],Permanent,0,Urgently Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Regulator,['Regulator'],29000,37221.75406,1,3,['Personal Lines' 'R' 'Tyche' 'Long-Tail Pricing'],Permanent,0,Urgently Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Consultancy,['Reinsurance Broker' 'Consultancy' 'Reinsurer'],76000,91683.57713,5,4,['Long-Tail Pricing' 'Consultancy' 'R'],Permanent,3,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Reinsurer']",159000,204453.4346,10,3,['Excel' 'Python' 'Radar' 'Head of Capital'],Permanent,6,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Capital Modelling,Regulator,['Regulator'],41000,52743.94624,3,2,['Model Building' 'Consultancy' 'Tyche' 'Lloyds' 'R'],Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker'],20000,22978.79165,0,2,['Excel' 'Model Building' 'Data Science' 'Long-Tail Pricing' 'Emblem'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,London,General Insurance - Capital Modelling,Reinsurer,['Consultancy' 'London Market' 'Reinsurer'],166000,192650.1043,10,4,"['Head of Pricing' 'Reinsurance Pricing' 'Excel' 'Lloyds' 'Python' 'Radar'
 'Consultancy' 'R' 'Short-Tail Pricing' 'Tyche' 'Head of Capital'
 'Managerial' 'Chief Actuary' 'Head of Reserving' 'Long-Tail Pricing']",Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Reinsurer']",23000,25988.55658,0,3,['Emblem' 'Python'],Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Capital Modelling,Consultancy,['Consultancy'],166000,185879.0366,9,0,"['Consultancy' 'Head of Reserving' 'Managerial' 'Lloyds'
 'Long-Tail Pricing' 'Excel' 'Chief Actuary' 'Reinsurance Pricing'
 'Short-Tail Pricing' 'Radar' 'Model Building' 'Python' 'Head of Pricing'
 'R']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Commercial Lines,['Commercial Lines'],69000,86030.45447,4,0,"['Excel' 'Python' 'Radar' 'Tyche' 'Lloyds' 'Managerial' 'R'
 'Reinsurance Pricing' 'Short-Tail Pricing' 'Model Building' 'Consultancy']",Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Reserving,Personal Lines,['Personal Lines'],60000,67978.51889,5,2,['Model Building' 'Long-Tail Pricing' 'Excel' 'Radar' 'Lloyds' 'Tyche'],Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Capital Modelling,Reinsurer,['Consultancy' 'Reinsurer'],60000,76853.89566,4,3,"['Excel' 'Reinsurance Pricing' 'R' 'Model Building' 'Tyche'
 'Long-Tail Pricing' 'Lloyds' 'Consultancy' 'Python']",Permanent,3,Open Minded
redacted fn,redacted ln,redacted email,London,General Insurance - Reserving,Lloyd's Syndicate,"['Broker' ""Lloyd's Syndicate""]",85000,100106.316,6,3,"['Managerial' 'Long-Tail Pricing' 'Lloyds' 'Excel' 'Reinsurance Pricing'
 'Tyche' 'Head of Capital' 'Radar' 'Head of Reserving' 'R'
 'Short-Tail Pricing' 'Python' 'Head of Pricing']",Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Reserving,Lloyd's Syndicate,"[""Lloyd's Syndicate""]",22000,25636.68166,0,2,['Data Science' 'Emblem' 'Excel' 'Model Building'],Contractor,0,Open Minded
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,Reinsurance Broker,['Reinsurance Broker' 'Reinsurer'],73000,86021.71727,4,2,"['Consultancy' 'Lloyds' 'Short-Tail Pricing' 'Reinsurance Pricing' 'R'
 'Python']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Pricing,London Market,['Consultancy' 'London Market' 'Reinsurance Broker'],125000,152554.9703,7,4,"['Model Building' 'Tyche' 'Long-Tail Pricing' 'Excel' 'Head of Capital'
 'Reinsurance Pricing' 'Managerial' 'Lloyds' 'Consultancy'
 'Head of Reserving' 'R' 'Python' 'Head of Pricing' 'Short-Tail Pricing']",Permanent,5,Open Minded
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Reserving,Regulator,['Broker' 'Regulator'],25000,29460.71698,1,2,"['Personal Lines' 'Data Science' 'Excel' 'R' 'Tyche' 'Broker'
 'Long-Tail Pricing' 'Short-Tail Pricing']",Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,Reinsurer,['Commercial Lines' 'Reinsurer' 'Broker'],77000,98975.21997,5,1,"['Python' 'R' 'Excel' 'Consultancy' 'Tyche' 'Long-Tail Pricing'
 'Reinsurance Pricing' 'Managerial' 'Lloyds']",Permanent,3,Open Minded
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Pricing,Consultancy,['Consultancy'],64000,79645.55215,3,2,"['Radar' 'Consultancy' 'Python' 'Short-Tail Pricing' 'R' 'Excel' 'Lloyds'
 'Long-Tail Pricing']",Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Capital Modelling,Consultancy,['Consultancy'],90000,100062.7267,8,0,"['Reinsurance Pricing' 'Long-Tail Pricing' 'Excel' 'R' 'Head of Pricing'
 'Short-Tail Pricing' 'Head of Reserving' 'Python' 'Head of Capital'
 'Chief Actuary' 'Tyche' 'Radar' 'Managerial' 'Consultancy']",Contractor,7,Urgently Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Reserving,Reinsurance Broker,['Reinsurance Broker'],30000,34312.94501,2,2,['Managerial' 'Lloyds' 'Long-Tail Pricing'],Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Capital Modelling,Consultancy,['Consultancy'],30000,36357.34668,2,3,['Reinsurance Pricing' 'Radar' 'Lloyds'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Reserving,London Market,['London Market'],53000,61121.97922,3,5,"['Model Building' 'R' 'Lloyds' 'Consultancy' 'Long-Tail Pricing'
 'Managerial' 'Short-Tail Pricing' 'Python']",Permanent,2,Urgently Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Capital Modelling,Consultancy,['Consultancy'],54000,60858.03736,3,3,"['Excel' 'Reinsurance Pricing' 'Lloyds' 'Consultancy' 'R'
 'Long-Tail Pricing' 'Radar' 'Python' 'Short-Tail Pricing']",Contractor,3,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Regulator,['Personal Lines' 'Regulator' 'Reinsurer'],154000,200043.8084,9,4,"['Model Building' 'Chief Actuary' 'Head of Pricing' 'R' 'Excel' 'Radar'
 'Long-Tail Pricing' 'Python' 'Short-Tail Pricing' 'Reinsurance Pricing'
 'Tyche' 'Consultancy']",Contractor,8,Actively Looking
